event_id,lat,lon,event_cause,severity_tier,closure_risk,f4_risk,type_closure_rate,expected_clearance_min,p90_buffer_min,recommended_personnel,barricade,diversion,resource_hold_min,review_flag,night_flag,location_name,notes
FKID007647,12.9176885,77.5745503,vehicle_breakdown,Low,0.043,0.016,0.043,41,113,1,False,False,113,False,False,,[]
FKID007648,12.9841979,77.6424961,vehicle_breakdown,Low,0.097,0.097,0.043,41,113,1,False,False,113,False,False,,[]
FKID007649,12.925018,77.6177729,vehicle_breakdown,Low,0.043,0.029,0.043,41,113,1,False,False,113,False,False,,[]
FKID007650,12.9635623,77.5767354,construction,High,0.455,0.455,0.265,296,1420,3,True,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007651,12.98374123,77.75228668,vehicle_breakdown,Low,0.092,0.092,0.043,41,113,1,False,False,113,False,False,,[]
FKID007652,12.9955903,77.6166919,vehicle_breakdown,Low,0.111,0.111,0.043,41,113,1,False,False,113,False,False,,[]
FKID007653,12.9747138,77.5487765,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,False,,[]
FKID007654,12.9915263,77.6562969,vehicle_breakdown,Low,0.043,0.039,0.043,41,113,1,False,False,113,False,False,,[]
FKID007655,12.9576174,77.5519675,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,False,,[]
FKID007656,12.9576032,77.5519561,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,False,,[]
FKID007657,12.9905,77.6560583,vehicle_breakdown,Low,0.043,0.039,0.043,41,113,1,False,False,113,False,False,,[]
FKID007658,13.0422521,77.6135108,construction,High,0.265,0.086,0.265,296,1420,3,False,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007659,12.9364683,77.517665,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,False,,[]
FKID007660,12.9743854,77.5747985,construction,High,0.877,0.877,0.265,296,1420,4,True,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007661,13.0222877,77.551279,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,False,,[]
FKID007662,12.9761699,77.6265869,vehicle_breakdown,Low,0.043,0.009,0.043,41,113,1,False,False,113,False,False,,[]
FKID007663,13.042302,77.6120526,construction,High,0.508,0.508,0.265,296,1420,4,True,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007664,13.1258669,77.6114141,others,Medium,0.086,0.067,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007665,12.9930024,77.7063512,congestion,Medium,0.049,0.049,0.044,72,97,2,False,False,97,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007666,12.9807626,77.5366494,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007667,12.9680422,77.5864977,vehicle_breakdown,Low,0.089,0.089,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007668,12.8768233,77.5952233,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007669,13.0416478,77.6144995,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007670,13.0456768,77.5069056,vehicle_breakdown,Low,0.045,0.045,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007671,12.944295,77.603045,vehicle_breakdown,Low,0.085,0.085,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007672,12.9747902,77.5705334,water_logging,High,0.085,0.079,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007673,12.9453,77.527915,vehicle_breakdown,Low,0.076,0.076,0.043,41,113,1,False,False,113,False,False,,[]
FKID007674,12.9673752,77.5887382,others,Medium,0.095,0.095,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007675,12.9764526,77.5990981,vehicle_breakdown,Low,0.052,0.052,0.043,41,113,1,False,False,113,False,False,,[]
FKID007676,12.9279171,77.6211756,road_conditions,High,0.124,0.058,0.124,246,918,3,False,True,246,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007677,12.9931026,77.5955209,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,False,,[]
FKID007678,13.0180834,77.5595554,vehicle_breakdown,Low,0.109,0.109,0.043,41,113,1,False,False,113,False,False,,[]
FKID007679,12.9581456,77.5538826,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007680,13.0803546,77.5925608,vehicle_breakdown,Low,0.046,0.046,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007681,12.93639036,77.5124615,construction,High,0.491,0.491,0.265,296,1420,3,True,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007682,13.018293,77.5836603,vehicle_breakdown,Low,0.073,0.073,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007683,12.9664358,77.6066593,vehicle_breakdown,Low,0.231,0.231,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007684,13.0435583,77.5906217,pot_holes,Low,0.027,0.027,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007685,12.967125,77.5873533,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007686,12.97200197,77.59397105,procession,Medium,0.47,0.47,0.264,36,117,2,True,False,117,False,False,,[]
FKID007687,13.0732666,77.5926118,construction,High,0.265,0.141,0.265,296,1420,3,False,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007688,12.9557474,77.7162112,vehicle_breakdown,Low,0.085,0.085,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007689,12.9587568,77.5866419,vehicle_breakdown,Low,0.082,0.082,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007690,13.0263399,77.6366103,vehicle_breakdown,Low,0.043,0.034,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007691,12.9681339,77.6062498,vehicle_breakdown,Low,0.043,0.032,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007692,12.9590877,77.57209,vehicle_breakdown,Low,0.063,0.063,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007693,13.0599433,77.50693,pot_holes,Low,0.028,0.028,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007694,13.0278807,77.5742038,vehicle_breakdown,Low,0.065,0.065,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007695,12.9724229,77.6190326,vehicle_breakdown,Low,0.043,0.03,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007696,13.011732,77.6624367,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007697,13.0119756,77.5692386,vehicle_breakdown,Low,0.063,0.063,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007698,13.0405817,77.6162956,accident,Low,0.032,0.032,0.03,40,89,1,False,False,89,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007699,12.9802826,77.5568198,tree_fall,High,0.394,0.085,0.394,90,1140,3,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007700,13.010626,77.5916914,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,False,,[]
FKID007701,13.0405496,77.6159294,accident,Low,0.032,0.032,0.03,40,89,1,False,False,89,False,False,,[]
FKID007702,13.0405539,77.6158965,accident,Low,0.032,0.032,0.03,40,89,1,False,False,89,False,False,,[]
FKID007703,13.0409434,77.6162664,accident,Low,0.03,0.024,0.03,40,89,1,False,False,89,False,False,,[]
FKID007704,12.9506848,77.5407012,accident,Low,0.072,0.072,0.03,40,89,1,False,False,89,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007705,12.958172,77.518291,vehicle_breakdown,Low,0.057,0.057,0.043,41,113,1,False,False,113,False,False,,[]
FKID007706,12.9944216,77.6157007,road_conditions,High,0.124,0.097,0.124,246,918,3,False,True,246,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007707,13.029971,77.5373246,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,False,,[]
FKID007708,13.043945,77.5923467,vehicle_breakdown,Low,0.085,0.085,0.043,41,113,1,False,False,113,False,False,,[]
FKID007709,12.9276664,77.6209852,construction,High,0.265,0.233,0.265,296,1420,3,False,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007710,12.9679402,77.5926916,road_conditions,High,0.124,0.095,0.124,246,918,3,False,True,246,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007711,13.0950317,77.597495,accident,Low,0.03,0.024,0.03,40,89,1,False,False,89,False,False,,[]
FKID007712,12.988656,77.5111959,vehicle_breakdown,Low,0.043,0.034,0.043,41,113,1,False,False,113,False,False,,[]
FKID007713,13.0954067,77.59742,vehicle_breakdown,Low,0.052,0.052,0.043,41,113,1,False,False,113,False,False,,[]
FKID007714,13.14276,77.6177623,others,Medium,0.086,0.026,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007715,12.9600494,77.5150128,vehicle_breakdown,Low,0.047,0.047,0.043,41,113,1,False,False,113,False,False,,[]
FKID007716,13.0298587,77.5370419,vehicle_breakdown,Low,0.043,0.033,0.043,41,113,1,False,False,113,False,False,,[]
FKID007717,12.9352251,77.5130689,construction,High,0.491,0.491,0.265,296,1420,3,True,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007718,12.9753275,77.6072089,vehicle_breakdown,Low,0.178,0.178,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007719,12.9889721,77.5079565,vehicle_breakdown,Low,0.073,0.073,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007720,13.0333333,77.5323361,vehicle_breakdown,Low,0.066,0.066,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007721,12.934381,77.6102129,others,Medium,0.107,0.107,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007722,13.0107779,77.5836783,vehicle_breakdown,Low,0.08,0.08,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007724,12.9832276,77.5970073,accident,Low,0.039,0.039,0.03,40,89,1,False,False,89,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007725,12.9119888,77.4858462,others,Medium,0.372,0.372,0.086,75,551,2,True,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007726,12.966695,77.6086976,vehicle_breakdown,Low,0.231,0.231,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007727,12.9155753,77.5652999,vehicle_breakdown,Low,0.043,0.017,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007728,12.9379619,77.6939433,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007729,13.0460503,77.5560309,construction,High,0.381,0.381,0.265,296,1420,3,True,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007730,12.98675,77.5882467,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007731,12.9058785,77.5919371,construction,High,0.265,0.097,0.265,296,1420,3,False,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007732,12.9662664,77.6069727,vehicle_breakdown,Low,0.043,0.032,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007733,12.8911407,77.5649107,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007734,12.9059977,77.6295789,vehicle_breakdown,Low,0.043,0.042,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007735,12.9915166,77.6577548,vehicle_breakdown,Low,0.043,0.036,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007736,13.043285,77.5906283,road_conditions,High,0.124,0.108,0.124,246,918,3,False,True,246,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007737,12.98681,77.5190466,others,Medium,0.108,0.108,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007738,12.9436966,77.5973655,vehicle_breakdown,Low,0.047,0.047,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007739,12.9247775,77.6278985,vehicle_breakdown,Low,0.085,0.085,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007740,12.9437406,77.5970757,vehicle_breakdown,Low,0.171,0.171,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007741,12.9793575,77.6021795,others,Medium,0.086,0.03,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007742,12.9069767,77.5462333,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,False,,[]
FKID007743,13.0141331,77.5674081,vehicle_breakdown,Low,0.08,0.08,0.043,41,113,1,False,False,113,False,False,,[]
FKID007744,12.9569897,77.7014448,construction,High,0.265,0.059,0.265,296,1420,3,False,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007745,13.0413257,77.5169747,others,Medium,0.086,0.078,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007746,13.03251,77.5340727,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,False,,[]
FKID007747,13.0324907,77.5339285,accident,Low,0.14,0.14,0.03,40,89,1,False,False,89,False,False,,[]
FKID007748,12.9767292,77.5995506,construction,High,0.462,0.462,0.265,296,1420,3,True,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007749,12.92534072,77.55031502,others,Medium,0.086,0.056,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007750,12.987355,77.6492367,vehicle_breakdown,Low,0.043,0.032,0.043,41,113,1,False,False,113,False,False,,[]
FKID007751,12.9873278,77.6491713,vehicle_breakdown,Low,0.043,0.032,0.043,41,113,1,False,False,113,False,False,,[]
FKID007752,12.9503051,77.53733,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,False,,[]
FKID007753,12.9814944,77.5599774,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007754,13.0185596,77.5553194,vehicle_breakdown,Low,0.06,0.06,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007755,12.9719546,77.6068967,pot_holes,Low,0.048,0.048,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007756,12.9505233,77.6055867,construction,High,0.265,0.258,0.265,296,1420,3,False,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007757,12.9844163,77.5547537,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007758,13.0305207,77.537139,vehicle_breakdown,Low,0.074,0.074,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007759,12.98078,77.5499367,pot_holes,Low,0.024,0.018,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007760,12.8794811,77.595724,vehicle_breakdown,Low,0.043,0.01,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007761,12.9593082,77.6546298,others,Medium,0.086,0.043,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007762,12.9196326,77.6670344,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007763,13.0559425,77.5932944,vehicle_breakdown,Low,0.083,0.083,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007764,13.0559443,77.5932899,vehicle_breakdown,Low,0.083,0.083,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007765,13.1219388,77.6109778,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007766,13.1219292,77.6106965,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007767,12.9428015,77.6973709,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007768,13.0697237,77.5917532,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007769,13.013325,77.6623533,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007770,12.9789117,77.60167,others,Medium,0.086,0.082,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007771,12.9793433,77.602175,others,Medium,0.086,0.03,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007772,12.979503,77.539738,construction,High,0.265,0.105,0.265,296,1420,3,False,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007773,12.9603511,77.5717869,vehicle_breakdown,Low,0.063,0.063,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007774,12.9763006,77.6266352,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,False,,[]
FKID007775,12.9866029,77.5794639,vehicle_breakdown,Low,0.058,0.058,0.043,41,113,1,False,False,113,False,False,,[]
FKID007776,12.9604521,77.5048389,vehicle_breakdown,Low,0.077,0.077,0.043,41,113,1,False,False,113,False,False,,[]
FKID007777,13.0179323,77.5592053,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,False,,[]
FKID007778,12.98573,77.5526401,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,False,,[]
FKID007779,12.9770626,77.5839859,others,Medium,0.145,0.145,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007780,13.0356634,77.5264227,accident,Low,0.03,0.022,0.03,40,89,1,False,False,89,False,False,,[]
FKID007781,13.0163545,77.5841071,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,False,,[]
FKID007782,12.9402233,77.597725,vehicle_breakdown,Low,0.08,0.08,0.043,41,113,1,False,False,113,False,False,,[]
FKID007783,13.013048,77.5676395,vehicle_breakdown,Low,0.043,0.033,0.043,41,113,1,False,False,113,False,False,,[]
FKID007784,12.9713826,77.618886,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,False,,[]
FKID007785,12.9100117,77.6273017,vehicle_breakdown,Low,0.059,0.059,0.043,41,113,1,False,False,113,False,False,,[]
FKID007786,12.9322456,77.5167322,vehicle_breakdown,Low,0.31,0.31,0.043,41,113,1,True,False,113,False,False,,[]
FKID007787,12.9670116,77.6590653,procession,Medium,0.575,0.575,0.264,36,117,3,True,True,117,False,False,,[]
FKID007788,13.103462,77.6004884,vehicle_breakdown,Low,0.045,0.045,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007789,13.0913131,77.5966701,vehicle_breakdown,Low,0.043,0.028,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007790,12.958625,77.5035683,vehicle_breakdown,Low,0.051,0.051,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007791,12.94595877,77.5954834,accident,Low,0.093,0.093,0.03,40,89,1,False,False,89,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007792,13.034211,77.530813,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007793,12.9454841,77.5288004,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007794,13.0337676,77.530266,vehicle_breakdown,Low,0.074,0.074,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007795,12.9644485,77.5779244,others,Medium,0.152,0.152,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007796,13.0397392,77.5189559,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007797,12.9660024,77.5353515,vehicle_breakdown,Low,0.043,0.032,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007798,12.9230765,77.6190813,vehicle_breakdown,Low,0.043,0.028,0.043,41,113,1,False,False,113,False,False,,[]
FKID007799,12.9216109,77.6679437,accident,Low,0.03,0.022,0.03,40,89,1,False,False,89,False,False,,[]
FKID007800,12.9888472,77.6520017,vehicle_breakdown,Low,0.043,0.039,0.043,41,113,1,False,False,113,False,False,,[]
FKID007801,13.0824868,77.5933591,vehicle_breakdown,Low,0.046,0.046,0.043,41,113,1,False,False,113,False,False,,[]
FKID007802,12.93934584,77.69560186,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,False,,[]
FKID007803,12.9354137,77.6246596,vehicle_breakdown,Low,0.043,0.039,0.043,41,113,1,False,False,113,False,False,,[]
FKID007804,13.0215594,77.5519261,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,False,,[]
FKID007805,12.979,77.640885,vehicle_breakdown,Low,0.094,0.094,0.043,41,113,1,False,False,113,False,False,,[]
FKID007806,12.9345638,77.6098387,others,Medium,0.107,0.107,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007807,12.9013618,77.6012145,vehicle_breakdown,Low,0.043,0.03,0.043,41,113,1,False,False,113,False,False,,[]
FKID007808,12.9604168,77.5836482,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,False,,[]
FKID007809,13.0345783,77.5298356,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,False,,[]
FKID007810,12.98533,77.57461,pot_holes,Low,0.058,0.058,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID007811,12.9245643,77.6504464,vehicle_breakdown,Low,0.043,0.031,0.043,41,113,1,False,False,113,False,False,,[]
FKID007812,12.9692182,77.5856419,vehicle_breakdown,Low,0.089,0.089,0.043,41,113,1,False,False,113,False,False,,[]
FKID007813,12.9843247,77.6416501,vehicle_breakdown,Low,0.043,0.031,0.043,41,113,1,False,False,113,False,False,,[]
FKID007814,12.9291983,77.6821533,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,False,,[]
FKID007815,12.9669829,77.610195,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007816,12.9905937,77.6138551,vehicle_breakdown,Low,0.059,0.059,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007817,12.9668199,77.6099183,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007818,13.0258275,77.640718,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007819,12.9279614,77.5463918,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007820,12.9528155,77.5408666,vehicle_breakdown,Low,0.052,0.052,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007821,13.029057,77.6318213,vehicle_breakdown,Low,0.043,0.03,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007822,12.9687542,77.5679993,others,Medium,0.086,0.03,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007823,13.0439997,77.5574639,construction,High,0.302,0.302,0.265,296,1420,3,True,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID007824,13.0143986,77.5836611,vehicle_breakdown,Low,0.043,0.032,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007825,12.9661307,77.5869643,vehicle_breakdown,Low,0.089,0.089,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007826,12.9662941,77.5870212,vehicle_breakdown,Low,0.089,0.089,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID007827,12.8729477,77.6511736,vehicle_breakdown,Low,0.14,0.14,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
